"date","location","observation","age_group","target"
2024-11-09,"15",22,"0-130","inc hosp"
2024-11-16,"15",20,"0-130","inc hosp"
2024-11-23,"15",13,"0-130","inc hosp"
2024-11-30,"15",10,"0-130","inc hosp"
2024-12-07,"15",15,"0-130","inc hosp"
2024-12-14,"15",13,"0-130","inc hosp"
2024-12-21,"15",13,"0-130","inc hosp"
2024-12-28,"15",9,"0-130","inc hosp"
2025-01-04,"15",23,"0-130","inc hosp"
2025-01-11,"15",27,"0-130","inc hosp"
2025-01-18,"15",18,"0-130","inc hosp"
2025-01-25,"15",12,"0-130","inc hosp"
2025-02-01,"15",10,"0-130","inc hosp"
2025-02-08,"15",13,"0-130","inc hosp"
2025-02-15,"15",10,"0-130","inc hosp"
2025-02-22,"15",16,"0-130","inc hosp"
2025-03-01,"15",18,"0-130","inc hosp"
2025-03-08,"15",15,"0-130","inc hosp"
2025-03-15,"15",8,"0-130","inc hosp"
2025-03-22,"15",17,"0-130","inc hosp"
2025-03-29,"15",13,"0-130","inc hosp"
2025-04-05,"15",14,"0-130","inc hosp"
2025-04-12,"15",12,"0-130","inc hosp"
2025-04-19,"15",18,"0-130","inc hosp"
2025-04-26,"15",21,"0-130","inc hosp"
2025-05-03,"15",18,"0-130","inc hosp"
2025-05-10,"15",27,"0-130","inc hosp"
2025-05-17,"15",32,"0-130","inc hosp"
2025-05-24,"15",32,"0-130","inc hosp"
2025-05-31,"15",24,"0-130","inc hosp"
2025-06-07,"15",21,"0-130","inc hosp"
2025-06-14,"15",21,"0-130","inc hosp"
2025-06-21,"15",36,"0-130","inc hosp"
2025-06-28,"15",23,"0-130","inc hosp"
2025-07-05,"15",36,"0-130","inc hosp"
2025-07-12,"15",38,"0-130","inc hosp"
2025-07-19,"15",59,"0-130","inc hosp"
2025-07-26,"15",55,"0-130","inc hosp"
2025-08-02,"15",82,"0-130","inc hosp"
2025-08-09,"15",75,"0-130","inc hosp"
2025-08-16,"15",91,"0-130","inc hosp"
2025-08-23,"15",74,"0-130","inc hosp"
2025-08-30,"15",86,"0-130","inc hosp"
2025-09-06,"15",63,"0-130","inc hosp"
2025-09-13,"15",65,"0-130","inc hosp"
2025-09-20,"15",41,"0-130","inc hosp"
2025-09-27,"15",24,"0-130","inc hosp"
2024-11-09,"19",50,"0-130","inc hosp"
2024-11-16,"19",43,"0-130","inc hosp"
2024-11-23,"19",58,"0-130","inc hosp"
2024-11-30,"19",54,"0-130","inc hosp"
2024-12-07,"19",89,"0-130","inc hosp"
2024-12-14,"19",84,"0-130","inc hosp"
2024-12-21,"19",87,"0-130","inc hosp"
2024-12-28,"19",127,"0-130","inc hosp"
2025-01-04,"19",179,"0-130","inc hosp"
2025-01-11,"19",163,"0-130","inc hosp"
2025-01-18,"19",150,"0-130","inc hosp"
2025-01-25,"19",163,"0-130","inc hosp"
2025-02-01,"19",131,"0-130","inc hosp"
2025-02-08,"19",121,"0-130","inc hosp"
2025-02-15,"19",118,"0-130","inc hosp"
2025-02-22,"19",89,"0-130","inc hosp"
2025-03-01,"19",74,"0-130","inc hosp"
2025-03-08,"19",74,"0-130","inc hosp"
2025-03-15,"19",51,"0-130","inc hosp"
2025-03-22,"19",47,"0-130","inc hosp"
2025-03-29,"19",55,"0-130","inc hosp"
2025-04-05,"19",42,"0-130","inc hosp"
2025-04-12,"19",26,"0-130","inc hosp"
2025-04-19,"19",34,"0-130","inc hosp"
2025-04-26,"19",47,"0-130","inc hosp"
2025-05-03,"19",38,"0-130","inc hosp"
2025-05-10,"19",36,"0-130","inc hosp"
2025-05-17,"19",28,"0-130","inc hosp"
2025-05-24,"19",21,"0-130","inc hosp"
2025-05-31,"19",13,"0-130","inc hosp"
2025-06-07,"19",14,"0-130","inc hosp"
2025-06-14,"19",11,"0-130","inc hosp"
2025-06-21,"19",19,"0-130","inc hosp"
2025-06-28,"19",9,"0-130","inc hosp"
2025-07-05,"19",6,"0-130","inc hosp"
2025-07-12,"19",10,"0-130","inc hosp"
2025-07-19,"19",16,"0-130","inc hosp"
2025-07-26,"19",8,"0-130","inc hosp"
2025-08-02,"19",23,"0-130","inc hosp"
2025-08-09,"19",37,"0-130","inc hosp"
2025-08-16,"19",32,"0-130","inc hosp"
2025-08-23,"19",55,"0-130","inc hosp"
2025-08-30,"19",54,"0-130","inc hosp"
2025-09-06,"19",58,"0-130","inc hosp"
2025-09-13,"19",71,"0-130","inc hosp"
2025-09-20,"19",78,"0-130","inc hosp"
2025-09-27,"19",78,"0-130","inc hosp"
2024-11-09,"16",35,"0-130","inc hosp"
2024-11-16,"16",26,"0-130","inc hosp"
2024-11-23,"16",22,"0-130","inc hosp"
2024-11-30,"16",27,"0-130","inc hosp"
2024-12-07,"16",36,"0-130","inc hosp"
2024-12-14,"16",46,"0-130","inc hosp"
2024-12-21,"16",36,"0-130","inc hosp"
2024-12-28,"16",56,"0-130","inc hosp"
2025-01-04,"16",63,"0-130","inc hosp"
2025-01-11,"16",47,"0-130","inc hosp"
2025-01-18,"16",35,"0-130","inc hosp"
2025-01-25,"16",31,"0-130","inc hosp"
2025-02-01,"16",26,"0-130","inc hosp"
2025-02-08,"16",32,"0-130","inc hosp"
2025-02-15,"16",37,"0-130","inc hosp"
2025-02-22,"16",29,"0-130","inc hosp"
2025-03-01,"16",30,"0-130","inc hosp"
2025-03-08,"16",46,"0-130","inc hosp"
2025-03-15,"16",28,"0-130","inc hosp"
2025-03-22,"16",27,"0-130","inc hosp"
2025-03-29,"16",26,"0-130","inc hosp"
2025-04-05,"16",32,"0-130","inc hosp"
2025-04-12,"16",20,"0-130","inc hosp"
2025-04-19,"16",21,"0-130","inc hosp"
2025-04-26,"16",25,"0-130","inc hosp"
2025-05-03,"16",20,"0-130","inc hosp"
2025-05-10,"16",31,"0-130","inc hosp"
2025-05-17,"16",30,"0-130","inc hosp"
2025-05-24,"16",23,"0-130","inc hosp"
2025-05-31,"16",18,"0-130","inc hosp"
2025-06-07,"16",11,"0-130","inc hosp"
2025-06-14,"16",18,"0-130","inc hosp"
2025-06-21,"16",16,"0-130","inc hosp"
2025-06-28,"16",14,"0-130","inc hosp"
2025-07-05,"16",16,"0-130","inc hosp"
2025-07-12,"16",16,"0-130","inc hosp"
2025-07-19,"16",24,"0-130","inc hosp"
2025-07-26,"16",13,"0-130","inc hosp"
2025-08-02,"16",24,"0-130","inc hosp"
2025-08-09,"16",20,"0-130","inc hosp"
2025-08-16,"16",31,"0-130","inc hosp"
2025-08-23,"16",33,"0-130","inc hosp"
2025-08-30,"16",32,"0-130","inc hosp"
2025-09-06,"16",38,"0-130","inc hosp"
2025-09-13,"16",35,"0-130","inc hosp"
2025-09-20,"16",46,"0-130","inc hosp"
2025-09-27,"16",29,"0-130","inc hosp"
2024-11-09,"17",237,"0-130","inc hosp"
2024-11-16,"17",228,"0-130","inc hosp"
2024-11-23,"17",261,"0-130","inc hosp"
2024-11-30,"17",274,"0-130","inc hosp"
2024-12-07,"17",338,"0-130","inc hosp"
2024-12-14,"17",449,"0-130","inc hosp"
2024-12-21,"17",562,"0-130","inc hosp"
2024-12-28,"17",817,"0-130","inc hosp"
2025-01-04,"17",1136,"0-130","inc hosp"
2025-01-11,"17",820,"0-130","inc hosp"
2025-01-18,"17",730,"0-130","inc hosp"
2025-01-25,"17",631,"0-130","inc hosp"
2025-02-01,"17",610,"0-130","inc hosp"
2025-02-08,"17",646,"0-130","inc hosp"
2025-02-15,"17",554,"0-130","inc hosp"
2025-02-22,"17",546,"0-130","inc hosp"
2025-03-01,"17",499,"0-130","inc hosp"
2025-03-08,"17",468,"0-130","inc hosp"
2025-03-15,"17",482,"0-130","inc hosp"
2025-03-22,"17",365,"0-130","inc hosp"
2025-03-29,"17",327,"0-130","inc hosp"
2025-04-05,"17",345,"0-130","inc hosp"
2025-04-12,"17",249,"0-130","inc hosp"
2025-04-19,"17",210,"0-130","inc hosp"
2025-04-26,"17",208,"0-130","inc hosp"
2025-05-03,"17",151,"0-130","inc hosp"
2025-05-10,"17",119,"0-130","inc hosp"
2025-05-17,"17",135,"0-130","inc hosp"
2025-05-24,"17",109,"0-130","inc hosp"
2025-05-31,"17",94,"0-130","inc hosp"
2025-06-07,"17",95,"0-130","inc hosp"
2025-06-14,"17",96,"0-130","inc hosp"
2025-06-21,"17",75,"0-130","inc hosp"
2025-06-28,"17",64,"0-130","inc hosp"
2025-07-05,"17",63,"0-130","inc hosp"
2025-07-12,"17",89,"0-130","inc hosp"
2025-07-19,"17",82,"0-130","inc hosp"
2025-07-26,"17",109,"0-130","inc hosp"
2025-08-02,"17",111,"0-130","inc hosp"
2025-08-09,"17",142,"0-130","inc hosp"
2025-08-16,"17",200,"0-130","inc hosp"
2025-08-23,"17",200,"0-130","inc hosp"
2025-08-30,"17",274,"0-130","inc hosp"
2025-09-06,"17",286,"0-130","inc hosp"
2025-09-13,"17",308,"0-130","inc hosp"
2025-09-20,"17",293,"0-130","inc hosp"
2025-09-27,"17",218,"0-130","inc hosp"
2024-11-09,"18",185,"0-130","inc hosp"
2024-11-16,"18",145,"0-130","inc hosp"
2024-11-23,"18",166,"0-130","inc hosp"
2024-11-30,"18",156,"0-130","inc hosp"
2024-12-07,"18",257,"0-130","inc hosp"
2024-12-14,"18",318,"0-130","inc hosp"
2024-12-21,"18",405,"0-130","inc hosp"
2024-12-28,"18",549,"0-130","inc hosp"
2025-01-04,"18",688,"0-130","inc hosp"
2025-01-11,"18",543,"0-130","inc hosp"
2025-01-18,"18",420,"0-130","inc hosp"
2025-01-25,"18",335,"0-130","inc hosp"
2025-02-01,"18",361,"0-130","inc hosp"
2025-02-08,"18",371,"0-130","inc hosp"
2025-02-15,"18",368,"0-130","inc hosp"
2025-02-22,"18",366,"0-130","inc hosp"
2025-03-01,"18",281,"0-130","inc hosp"
2025-03-08,"18",241,"0-130","inc hosp"
2025-03-15,"18",240,"0-130","inc hosp"
2025-03-22,"18",207,"0-130","inc hosp"
2025-03-29,"18",171,"0-130","inc hosp"
2025-04-05,"18",143,"0-130","inc hosp"
2025-04-12,"18",101,"0-130","inc hosp"
2025-04-19,"18",84,"0-130","inc hosp"
2025-04-26,"18",81,"0-130","inc hosp"
2025-05-03,"18",84,"0-130","inc hosp"
2025-05-10,"18",52,"0-130","inc hosp"
2025-05-17,"18",61,"0-130","inc hosp"
2025-05-24,"18",44,"0-130","inc hosp"
2025-05-31,"18",46,"0-130","inc hosp"
2025-06-07,"18",38,"0-130","inc hosp"
2025-06-14,"18",44,"0-130","inc hosp"
2025-06-21,"18",36,"0-130","inc hosp"
2025-06-28,"18",32,"0-130","inc hosp"
2025-07-05,"18",29,"0-130","inc hosp"
2025-07-12,"18",41,"0-130","inc hosp"
2025-07-19,"18",39,"0-130","inc hosp"
2025-07-26,"18",45,"0-130","inc hosp"
2025-08-02,"18",81,"0-130","inc hosp"
2025-08-09,"18",83,"0-130","inc hosp"
2025-08-16,"18",114,"0-130","inc hosp"
2025-08-23,"18",127,"0-130","inc hosp"
2025-08-30,"18",119,"0-130","inc hosp"
2025-09-06,"18",148,"0-130","inc hosp"
2025-09-13,"18",145,"0-130","inc hosp"
2025-09-20,"18",125,"0-130","inc hosp"
2025-09-27,"18",123,"0-130","inc hosp"
2024-11-09,"20",62,"0-130","inc hosp"
2024-11-16,"20",48,"0-130","inc hosp"
2024-11-23,"20",60,"0-130","inc hosp"
2024-11-30,"20",50,"0-130","inc hosp"
2024-12-07,"20",94,"0-130","inc hosp"
2024-12-14,"20",98,"0-130","inc hosp"
2024-12-21,"20",136,"0-130","inc hosp"
2024-12-28,"20",200,"0-130","inc hosp"
2025-01-04,"20",233,"0-130","inc hosp"
2025-01-11,"20",160,"0-130","inc hosp"
2025-01-18,"20",123,"0-130","inc hosp"
2025-01-25,"20",121,"0-130","inc hosp"
2025-02-01,"20",99,"0-130","inc hosp"
2025-02-08,"20",113,"0-130","inc hosp"
2025-02-15,"20",112,"0-130","inc hosp"
2025-02-22,"20",104,"0-130","inc hosp"
2025-03-01,"20",110,"0-130","inc hosp"
2025-03-08,"20",105,"0-130","inc hosp"
2025-03-15,"20",77,"0-130","inc hosp"
2025-03-22,"20",62,"0-130","inc hosp"
2025-03-29,"20",42,"0-130","inc hosp"
2025-04-05,"20",42,"0-130","inc hosp"
2025-04-12,"20",37,"0-130","inc hosp"
2025-04-19,"20",34,"0-130","inc hosp"
2025-04-26,"20",25,"0-130","inc hosp"
2025-05-03,"20",22,"0-130","inc hosp"
2025-05-10,"20",22,"0-130","inc hosp"
2025-05-17,"20",14,"0-130","inc hosp"
2025-05-24,"20",11,"0-130","inc hosp"
2025-05-31,"20",14,"0-130","inc hosp"
2025-06-07,"20",10,"0-130","inc hosp"
2025-06-14,"20",6,"0-130","inc hosp"
2025-06-21,"20",15,"0-130","inc hosp"
2025-06-28,"20",20,"0-130","inc hosp"
2025-07-05,"20",15,"0-130","inc hosp"
2025-07-12,"20",11,"0-130","inc hosp"
2025-07-19,"20",18,"0-130","inc hosp"
2025-07-26,"20",11,"0-130","inc hosp"
2025-08-02,"20",21,"0-130","inc hosp"
2025-08-09,"20",28,"0-130","inc hosp"
2025-08-16,"20",41,"0-130","inc hosp"
2025-08-23,"20",56,"0-130","inc hosp"
2025-08-30,"20",55,"0-130","inc hosp"
2025-09-06,"20",37,"0-130","inc hosp"
2025-09-13,"20",73,"0-130","inc hosp"
2025-09-20,"20",71,"0-130","inc hosp"
2025-09-27,"20",41,"0-130","inc hosp"
2024-11-09,"21",131,"0-130","inc hosp"
2024-11-16,"21",107,"0-130","inc hosp"
2024-11-23,"21",107,"0-130","inc hosp"
2024-11-30,"21",96,"0-130","inc hosp"
2024-12-07,"21",137,"0-130","inc hosp"
2024-12-14,"21",165,"0-130","inc hosp"
2024-12-21,"21",228,"0-130","inc hosp"
2024-12-28,"21",317,"0-130","inc hosp"
2025-01-04,"21",449,"0-130","inc hosp"
2025-01-11,"21",280,"0-130","inc hosp"
2025-01-18,"21",231,"0-130","inc hosp"
2025-01-25,"21",206,"0-130","inc hosp"
2025-02-01,"21",208,"0-130","inc hosp"
2025-02-08,"21",251,"0-130","inc hosp"
2025-02-15,"21",232,"0-130","inc hosp"
2025-02-22,"21",208,"0-130","inc hosp"
2025-03-01,"21",229,"0-130","inc hosp"
2025-03-08,"21",198,"0-130","inc hosp"
2025-03-15,"21",181,"0-130","inc hosp"
2025-03-22,"21",135,"0-130","inc hosp"
2025-03-29,"21",125,"0-130","inc hosp"
2025-04-05,"21",107,"0-130","inc hosp"
2025-04-12,"21",93,"0-130","inc hosp"
2025-04-19,"21",68,"0-130","inc hosp"
2025-04-26,"21",70,"0-130","inc hosp"
2025-05-03,"21",49,"0-130","inc hosp"
2025-05-10,"21",41,"0-130","inc hosp"
2025-05-17,"21",45,"0-130","inc hosp"
2025-05-24,"21",38,"0-130","inc hosp"
2025-05-31,"21",33,"0-130","inc hosp"
2025-06-07,"21",35,"0-130","inc hosp"
2025-06-14,"21",21,"0-130","inc hosp"
2025-06-21,"21",20,"0-130","inc hosp"
2025-06-28,"21",17,"0-130","inc hosp"
2025-07-05,"21",22,"0-130","inc hosp"
2025-07-12,"21",34,"0-130","inc hosp"
2025-07-19,"21",35,"0-130","inc hosp"
2025-07-26,"21",39,"0-130","inc hosp"
2025-08-02,"21",48,"0-130","inc hosp"
2025-08-09,"21",63,"0-130","inc hosp"
2025-08-16,"21",77,"0-130","inc hosp"
2025-08-23,"21",103,"0-130","inc hosp"
2025-08-30,"21",113,"0-130","inc hosp"
2025-09-06,"21",152,"0-130","inc hosp"
2025-09-13,"21",135,"0-130","inc hosp"
2025-09-20,"21",127,"0-130","inc hosp"
2025-09-27,"21",86,"0-130","inc hosp"
2024-11-02,"22",63,"0-130","inc hosp"
2024-11-09,"22",78,"0-130","inc hosp"
2024-11-16,"22",67,"0-130","inc hosp"
2024-11-23,"22",68,"0-130","inc hosp"
2024-11-30,"22",65,"0-130","inc hosp"
2024-12-07,"22",79,"0-130","inc hosp"
2024-12-14,"22",100,"0-130","inc hosp"
2024-12-21,"22",112,"0-130","inc hosp"
2024-12-28,"22",140,"0-130","inc hosp"
2025-01-04,"22",194,"0-130","inc hosp"
2025-01-11,"22",161,"0-130","inc hosp"
2025-01-18,"22",137,"0-130","inc hosp"
2025-01-25,"22",135,"0-130","inc hosp"
2025-02-01,"22",164,"0-130","inc hosp"
2025-02-08,"22",179,"0-130","inc hosp"
2025-02-15,"22",165,"0-130","inc hosp"
2025-02-22,"22",139,"0-130","inc hosp"
2025-03-01,"22",172,"0-130","inc hosp"
2025-03-08,"22",152,"0-130","inc hosp"
2025-03-15,"22",184,"0-130","inc hosp"
2025-03-22,"22",166,"0-130","inc hosp"
2025-03-29,"22",120,"0-130","inc hosp"
2025-04-05,"22",118,"0-130","inc hosp"
2025-04-12,"22",94,"0-130","inc hosp"
2025-04-19,"22",86,"0-130","inc hosp"
2025-04-26,"22",79,"0-130","inc hosp"
2025-05-03,"22",80,"0-130","inc hosp"
2025-05-10,"22",60,"0-130","inc hosp"
2025-05-17,"22",77,"0-130","inc hosp"
2025-05-24,"22",73,"0-130","inc hosp"
2025-05-31,"22",59,"0-130","inc hosp"
2025-06-07,"22",67,"0-130","inc hosp"
2025-06-14,"22",54,"0-130","inc hosp"
2025-06-21,"22",77,"0-130","inc hosp"
2025-06-28,"22",54,"0-130","inc hosp"
2025-07-05,"22",61,"0-130","inc hosp"
2025-07-12,"22",83,"0-130","inc hosp"
2025-07-19,"22",91,"0-130","inc hosp"
2025-07-26,"22",92,"0-130","inc hosp"
2025-08-02,"22",127,"0-130","inc hosp"
2025-08-09,"22",146,"0-130","inc hosp"
2025-08-16,"22",151,"0-130","inc hosp"
2025-08-23,"22",188,"0-130","inc hosp"
2025-08-30,"22",206,"0-130","inc hosp"
2025-09-06,"22",230,"0-130","inc hosp"
2025-09-13,"22",190,"0-130","inc hosp"
2025-09-20,"22",130,"0-130","inc hosp"
2025-09-27,"22",75,"0-130","inc hosp"
2024-11-09,"25",237,"0-130","inc hosp"
2024-11-16,"25",304,"0-130","inc hosp"
2024-11-23,"25",384,"0-130","inc hosp"
2024-11-30,"25",419,"0-130","inc hosp"
2024-12-07,"25",452,"0-130","inc hosp"
2024-12-14,"25",508,"0-130","inc hosp"
2024-12-21,"25",403,"0-130","inc hosp"
2024-12-28,"25",405,"0-130","inc hosp"
2025-01-04,"25",618,"0-130","inc hosp"
2025-01-11,"25",651,"0-130","inc hosp"
2025-01-18,"25",470,"0-130","inc hosp"
2025-01-25,"25",424,"0-130","inc hosp"
2025-02-01,"25",397,"0-130","inc hosp"
2025-02-08,"25",300,"0-130","inc hosp"
2025-02-15,"25",324,"0-130","inc hosp"
2025-02-22,"25",276,"0-130","inc hosp"
2025-03-01,"25",283,"0-130","inc hosp"
2025-03-08,"25",221,"0-130","inc hosp"
2025-03-15,"25",174,"0-130","inc hosp"
2025-03-22,"25",191,"0-130","inc hosp"
2025-03-29,"25",172,"0-130","inc hosp"
2025-04-05,"25",148,"0-130","inc hosp"
2025-04-12,"25",150,"0-130","inc hosp"
2025-04-19,"25",159,"0-130","inc hosp"
2025-04-26,"25",156,"0-130","inc hosp"
2025-05-03,"25",126,"0-130","inc hosp"
2025-05-10,"25",107,"0-130","inc hosp"
2025-05-17,"25",83,"0-130","inc hosp"
2025-05-24,"25",93,"0-130","inc hosp"
2025-05-31,"25",134,"0-130","inc hosp"
2025-06-07,"25",131,"0-130","inc hosp"
2025-06-14,"25",110,"0-130","inc hosp"
2025-06-21,"25",81,"0-130","inc hosp"
2025-06-28,"25",66,"0-130","inc hosp"
2025-07-05,"25",63,"0-130","inc hosp"
2025-07-12,"25",65,"0-130","inc hosp"
2025-07-19,"25",79,"0-130","inc hosp"
2025-07-26,"25",88,"0-130","inc hosp"
2025-08-02,"25",107,"0-130","inc hosp"
2025-08-09,"25",128,"0-130","inc hosp"
2025-08-16,"25",138,"0-130","inc hosp"
2025-08-23,"25",168,"0-130","inc hosp"
2025-08-30,"25",153,"0-130","inc hosp"
2025-09-06,"25",184,"0-130","inc hosp"
2025-09-13,"25",206,"0-130","inc hosp"
2025-09-20,"25",225,"0-130","inc hosp"
2025-09-27,"25",191,"0-130","inc hosp"
2024-11-09,"24",99,"0-130","inc hosp"
2024-11-16,"24",69,"0-130","inc hosp"
2024-11-23,"24",88,"0-130","inc hosp"
2024-11-30,"24",77,"0-130","inc hosp"
2024-12-07,"24",86,"0-130","inc hosp"
2024-12-14,"24",88,"0-130","inc hosp"
2024-12-21,"24",112,"0-130","inc hosp"
2024-12-28,"24",144,"0-130","inc hosp"
2025-01-04,"24",319,"0-130","inc hosp"
2025-01-11,"24",216,"0-130","inc hosp"
2025-01-18,"24",199,"0-130","inc hosp"
2025-01-25,"24",207,"0-130","inc hosp"
2025-02-01,"24",190,"0-130","inc hosp"
2025-02-08,"24",197,"0-130","inc hosp"
2025-02-15,"24",220,"0-130","inc hosp"
2025-02-22,"24",187,"0-130","inc hosp"
2025-03-01,"24",159,"0-130","inc hosp"
2025-03-08,"24",136,"0-130","inc hosp"
2025-03-15,"24",139,"0-130","inc hosp"
2025-03-22,"24",148,"0-130","inc hosp"
2025-03-29,"24",142,"0-130","inc hosp"
2025-04-05,"24",117,"0-130","inc hosp"
2025-04-12,"24",101,"0-130","inc hosp"
2025-04-19,"24",83,"0-130","inc hosp"
2025-04-26,"24",73,"0-130","inc hosp"
2025-05-03,"24",50,"0-130","inc hosp"
2025-05-10,"24",43,"0-130","inc hosp"
2025-05-17,"24",55,"0-130","inc hosp"
2025-05-24,"24",58,"0-130","inc hosp"
2025-05-31,"24",59,"0-130","inc hosp"
2025-06-07,"24",68,"0-130","inc hosp"
2025-06-14,"24",43,"0-130","inc hosp"
2025-06-21,"24",39,"0-130","inc hosp"
2025-06-28,"24",52,"0-130","inc hosp"
2025-07-05,"24",51,"0-130","inc hosp"
2025-07-12,"24",64,"0-130","inc hosp"
2025-07-19,"24",54,"0-130","inc hosp"
2025-07-26,"24",82,"0-130","inc hosp"
2025-08-02,"24",97,"0-130","inc hosp"
2025-08-09,"24",128,"0-130","inc hosp"
2025-08-16,"24",138,"0-130","inc hosp"
2025-08-23,"24",121,"0-130","inc hosp"
2025-08-30,"24",156,"0-130","inc hosp"
2025-09-06,"24",122,"0-130","inc hosp"
2025-09-13,"24",95,"0-130","inc hosp"
2025-09-20,"24",101,"0-130","inc hosp"
2025-09-27,"24",103,"0-130","inc hosp"
2024-11-09,"23",35,"0-130","inc hosp"
2024-11-16,"23",25,"0-130","inc hosp"
2024-11-23,"23",21,"0-130","inc hosp"
2024-11-30,"23",27,"0-130","inc hosp"
2024-12-07,"23",20,"0-130","inc hosp"
2024-12-14,"23",33,"0-130","inc hosp"
2024-12-21,"23",26,"0-130","inc hosp"
2024-12-28,"23",50,"0-130","inc hosp"
2025-01-04,"23",92,"0-130","inc hosp"
2025-01-11,"23",97,"0-130","inc hosp"
2025-01-18,"23",87,"0-130","inc hosp"
2025-01-25,"23",55,"0-130","inc hosp"
2025-02-01,"23",46,"0-130","inc hosp"
2025-02-08,"23",41,"0-130","inc hosp"
2025-02-15,"23",26,"0-130","inc hosp"
2025-02-22,"23",21,"0-130","inc hosp"
2025-03-01,"23",9,"0-130","inc hosp"
2025-03-08,"23",17,"0-130","inc hosp"
2025-03-15,"23",17,"0-130","inc hosp"
2025-03-22,"23",7,"0-130","inc hosp"
2025-03-29,"23",3,"0-130","inc hosp"
2025-04-05,"23",4,"0-130","inc hosp"
2025-04-12,"23",6,"0-130","inc hosp"
2025-04-19,"23",5,"0-130","inc hosp"
2025-04-26,"23",8,"0-130","inc hosp"
2025-05-03,"23",5,"0-130","inc hosp"
2025-05-10,"23",11,"0-130","inc hosp"
2025-05-17,"23",2,"0-130","inc hosp"
2025-05-24,"23",10,"0-130","inc hosp"
2025-05-31,"23",2,"0-130","inc hosp"
2025-06-07,"23",4,"0-130","inc hosp"
2025-06-14,"23",5,"0-130","inc hosp"
2025-06-21,"23",2,"0-130","inc hosp"
2025-06-28,"23",0,"0-130","inc hosp"
2025-07-05,"23",0,"0-130","inc hosp"
2025-07-12,"23",1,"0-130","inc hosp"
2025-07-19,"23",5,"0-130","inc hosp"
2025-07-26,"23",7,"0-130","inc hosp"
2025-08-02,"23",3,"0-130","inc hosp"
2025-08-09,"23",8,"0-130","inc hosp"
2025-08-16,"23",8,"0-130","inc hosp"
2025-08-23,"23",3,"0-130","inc hosp"
2025-08-30,"23",13,"0-130","inc hosp"
2025-09-06,"23",17,"0-130","inc hosp"
2025-09-13,"23",8,"0-130","inc hosp"
2025-09-20,"23",14,"0-130","inc hosp"
2025-09-27,"23",8,"0-130","inc hosp"
2024-11-09,"26",611,"0-130","inc hosp"
2024-11-16,"26",642,"0-130","inc hosp"
2024-11-23,"26",495,"0-130","inc hosp"
2024-11-30,"26",596,"0-130","inc hosp"
2024-12-07,"26",589,"0-130","inc hosp"
2024-12-14,"26",706,"0-130","inc hosp"
2024-12-21,"26",550,"0-130","inc hosp"
2024-12-28,"26",779,"0-130","inc hosp"
2025-01-04,"26",965,"0-130","inc hosp"
2025-01-11,"26",1045,"0-130","inc hosp"
2025-01-18,"26",824,"0-130","inc hosp"
2025-01-25,"26",982,"0-130","inc hosp"
2025-02-01,"26",763,"0-130","inc hosp"
2025-02-08,"26",888,"0-130","inc hosp"
2025-02-15,"26",825,"0-130","inc hosp"
2025-02-22,"26",556,"0-130","inc hosp"
2025-03-01,"26",683,"0-130","inc hosp"
2025-03-08,"26",592,"0-130","inc hosp"
2025-03-15,"26",508,"0-130","inc hosp"
2025-03-22,"26",609,"0-130","inc hosp"
2025-03-29,"26",686,"0-130","inc hosp"
2025-04-05,"26",472,"0-130","inc hosp"
2025-04-12,"26",460,"0-130","inc hosp"
2025-04-19,"26",464,"0-130","inc hosp"
2025-04-26,"26",345,"0-130","inc hosp"
2025-05-03,"26",279,"0-130","inc hosp"
2025-05-10,"26",195,"0-130","inc hosp"
2025-05-17,"26",211,"0-130","inc hosp"
2025-05-24,"26",169,"0-130","inc hosp"
2025-05-31,"26",144,"0-130","inc hosp"
2025-06-07,"26",131,"0-130","inc hosp"
2025-06-14,"26",72,"0-130","inc hosp"
2025-06-21,"26",70,"0-130","inc hosp"
2025-06-28,"26",75,"0-130","inc hosp"
2025-07-05,"26",63,"0-130","inc hosp"
2025-07-12,"26",54,"0-130","inc hosp"
2025-07-19,"26",62,"0-130","inc hosp"
2025-07-26,"26",54,"0-130","inc hosp"
2025-08-02,"26",52,"0-130","inc hosp"
2025-08-09,"26",78,"0-130","inc hosp"
2025-08-16,"26",89,"0-130","inc hosp"
2025-08-23,"26",124,"0-130","inc hosp"
2025-08-30,"26",106,"0-130","inc hosp"
2025-09-06,"26",131,"0-130","inc hosp"
2025-09-13,"26",158,"0-130","inc hosp"
2025-09-20,"26",186,"0-130","inc hosp"
2025-09-27,"26",166,"0-130","inc hosp"
2024-11-09,"27",121,"0-130","inc hosp"
2024-11-16,"27",102,"0-130","inc hosp"
2024-11-23,"27",144,"0-130","inc hosp"
2024-11-30,"27",134,"0-130","inc hosp"
2024-12-07,"27",192,"0-130","inc hosp"
2024-12-14,"27",225,"0-130","inc hosp"
2024-12-21,"27",259,"0-130","inc hosp"
2024-12-28,"27",355,"0-130","inc hosp"
2025-01-04,"27",508,"0-130","inc hosp"
2025-01-11,"27",371,"0-130","inc hosp"
2025-01-18,"27",326,"0-130","inc hosp"
2025-01-25,"27",274,"0-130","inc hosp"
2025-02-01,"27",217,"0-130","inc hosp"
2025-02-08,"27",191,"0-130","inc hosp"
2025-02-15,"27",154,"0-130","inc hosp"
2025-02-22,"27",136,"0-130","inc hosp"
2025-03-01,"27",120,"0-130","inc hosp"
